gameday,Game vs. Florida Atlantic University,2025-08-30 12:00,True,True,Florida Atlantic University,True,True,Owls
gameday,Game vs. NIU,2025-09-5 19:30,True,True,Nothern Illinois,True,True,Huskies
gameday,Game vs. Towson,2025-09-13 12:00,True,True,Towson,True,True,Tigers
