gameday,Game vs. Florida Atlantic University,2025-08-30 07:00:00,True,True,Florida Atlantic University,True,True,Owls
gameday,Game vs. Test,2025-09-04 18:30:00,True,True,Test,True,True,Test
gameday,Game vs. NIU,2025-09-05 13:45:00,True,True,Nothern Illinois,True,True,Huskies
gameday,Game vs. Towson,2025-09-13 07:00:00,True,True,Towson,True,True,Tigers
